Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,Avg>2.5,Avg<2.5,HomeTeamElo,AwayTeamElo,EloDifference,Home_AvgGoalsScored,Home_AvgGoalsConceded,Home_Wins,Home_Draws,Home_Losses,Away_AvgGoalsScored,Away_AvgGoalsConceded,Away_Wins,Away_Draws,Away_Losses,HTH_HomeWins,HTH_AwayWins,HTH_Draws,HTH_AvgHomeGoals,HTH_AvgAwayGoals
2022-10-30 14:30:00,Union Berlin,M'gladbach,2,1,H,2.07,3.48,3.67,1.86,1.95,1567.03,1497.01,70.02,1.2,0.8,3,0,2,2.4,2.4,2,1,2,0,0,0,0.0,0.0
2022-10-30 16:30:00,Schalke 04,Freiburg,0,2,A,3.94,3.73,1.91,1.76,2.08,1408.6,1557.1,-148.5,0.6,2.6,0,0,5,1.2,1.6,2,2,1,0,0,0,0.0,0.0
2022-10-30 18:30:00,FC Koln,Hoffenheim,1,1,D,2.88,3.58,2.4,1.55,2.42,1507.3,1508.79,-1.49,1.8,3.0,2,1,2,1.0,1.0,1,2,2,0,0,0,0.0,0.0
2022-11-04 19:30:00,M'gladbach,Stuttgart,3,1,H,2.21,3.76,3.1,1.57,2.42,1510.64,1451.55,59.08,2.0,2.8,1,1,3,1.6,2.2,2,0,3,0,0,0,0.0,0.0
2022-11-05 14:30:00,Hertha,Bayern Munich,2,3,A,10.21,6.56,1.26,1.3,3.54,1455.02,1586.56,-131.54,1.4,1.6,1,2,2,3.8,0.8,4,1,0,0,0,0,0.0,0.0
2022-11-05 14:30:00,Dortmund,Bochum,3,0,H,1.24,6.56,11.75,1.4,2.95,1547.85,1414.5,133.35,2.2,1.6,2,1,2,1.2,2.6,2,0,3,0,0,0,0.0,0.0
2022-11-05 14:30:00,Hoffenheim,RB Leipzig,1,3,A,2.98,3.67,2.3,1.64,2.27,1494.55,1540.75,-46.2,1.2,1.2,1,2,2,2.6,1.2,3,2,0,0,0,0,0.0,0.0
2022-11-05 14:30:00,Mainz,Wolfsburg,0,3,A,2.05,3.64,3.57,1.82,2.01,1498.52,1509.9,-11.38,2.2,1.8,2,1,2,2.4,1.4,2,3,0,0,0,0,0.0,0.0
2022-11-05 14:30:00,Augsburg,Ein Frankfurt,1,2,A,4.4,4.1,1.75,1.59,2.39,1461.09,1536.86,-75.76,2.0,2.2,1,2,2,2.2,1.4,3,0,2,0,0,0,0.0,0.0
2022-11-05 17:30:00,Werder Bremen,Schalke 04,2,1,H,1.64,4.35,4.91,1.59,2.37,1520.77,1397.86,122.91,1.6,1.2,3,0,2,0.6,2.8,0,0,5,0,0,0,0.0,0.0
2022-11-06 14:30:00,Leverkusen,Union Berlin,5,0,H,2.15,3.48,3.43,1.93,1.89,1462.32,1546.86,-84.53,1.4,2.6,1,1,3,1.2,1.0,3,0,2,0,0,0,0.0,0.0
2022-11-06 16:30:00,Freiburg,FC Koln,2,0,H,1.71,4.0,4.79,1.71,2.15,1569.96,1494.44,75.52,1.6,1.6,3,1,1,1.8,3.0,2,1,2,0,0,0,0.0,0.0
